,Req. dev. cycle (mean),Req. dev. cycle (std),Req. dev. cycle (90%),Req. dev. cycle (max),5 cycle perf.,10 cycle perf.,normalized (MAE),normalized (MSE),R^2,Batch size,Algorithm,Utlity function,σ factor,qant. (distance utility),# SL runs,Initial sample,# of samples in the DS,# Features,# Targets,Target threshold,Features name,Targets name,A-priori information,Req. experiments (list)
0,6.6,5.3516352641038605,13.600000000000001,25.0,"0    0.855614
dtype: float64","0    0.920163
dtype: float64",0.7101490235561425,0.8959175572245431,0.09540218855892345,1,Statistics based model (Gaussian Process Regression),MLI (explore & exploit),2.0,0,25,4,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],[],"[10.  9. 13. 15.  5.  1.  4.  2. 14.  7.  4.  3.  4.  8.  3.  4.  8.  5.
 25.  5.  2.  6.  5.  1.  2.]"
1,13.32,9.938692066866746,25.0,44.0,"0    0.870114
dtype: float64","0    0.89633
dtype: float64",0.6020812109755832,0.7323674351362142,0.2570160571076098,1,AI-Model (lolo Random Forrest),MLI (explore & exploit),2.0,0,25,4,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],[],"[14.  6.  4.  3. 15. 44. 20.  6. 15.  4. 31.  9. 10. 25. 16. 13.  3.  3.
 13. 20.  5.  2. 16. 11. 25.]"
2,4.8,3.8262252939417984,10.800000000000004,14.0,"0    0.916349
dtype: float64","0    0.939504
dtype: float64",0.5727403058199461,0.634177021845159,0.36541682843546597,1,Statistics based model (Gaussian Process Regression),MLI (explore & exploit),2.0,0,25,20,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],[],"[ 3.  1.  9.  6.  2.  2.  4.  8.  5.  1.  2.  7.  3.  2. 14.  5.  1.  3.
 13.  1.  3.  1.  8.  4. 12.]"
3,7.76,4.169220550654522,12.600000000000001,19.0,"0    0.882612
dtype: float64","0    0.916972
dtype: float64",0.47352880364552974,0.4434841639228987,0.551116794108448,1,AI-Model (lolo Random Forrest),MLI (explore & exploit),2.0,0,25,20,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],[],"[10. 10.  5.  5.  7.  5.  6.  1. 19.  9. 13.  4.  7. 10.  5. 17.  7.  7.
  1.  5.  6. 10.  7. 12.  6.]"
4,1.08,0.2712931993250107,1.0,2.0,1.0,1.0,0.8455896608842256,1.1914514168206471,-0.20472352837381153,1,Statistics based model (Gaussian Process Regression),MLI (explore & exploit),2.0,0,25,4,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],['Mixture CO2 (Na2SiO3 as solution)'],"[1. 1. 1. 1. 1. 1. 1. 2. 1. 1. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1.]"
5,1.52,0.8997777503361594,2.6000000000000014,4.0,"0    0.950427
dtype: float64",1.0,0.7993864017683582,1.1096820055654462,-0.1267859525839714,1,AI-Model (lolo Random Forrest),MLI (explore & exploit),2.0,0,25,4,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],['Mixture CO2 (Na2SiO3 as solution)'],"[1. 1. 4. 1. 1. 3. 1. 2. 1. 1. 2. 2. 1. 2. 1. 1. 1. 4. 2. 1. 1. 1. 1. 1.
 1.]"
6,1.12,0.5878775382679627,1.0,4.0,"0    0.951082
dtype: float64",1.0,0.5313109065660573,0.5567191691079278,0.4440578991657736,1,Statistics based model (Gaussian Process Regression),MLI (explore & exploit),2.0,0,25,20,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],['Mixture CO2 (Na2SiO3 as solution)'],"[1. 1. 1. 4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1.]"
7,2.08,1.4675149062275312,3.0,8.0,"0    0.954248
dtype: float64",1.0,0.5087446494616173,0.48638464681713345,0.5033431718173792,1,AI-Model (lolo Random Forrest),MLI (explore & exploit),2.0,0,25,20,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],['Mixture CO2 (Na2SiO3 as solution)'],"[2. 4. 1. 1. 1. 1. 2. 8. 1. 2. 2. 3. 2. 3. 1. 2. 3. 1. 3. 1. 1. 2. 1. 2.
 2.]"
10,7.08,6.361886512662734,16.200000000000003,23.0,"0    0.887122
dtype: float64","0    0.923485
dtype: float64",0.7674771478521287,1.482020064989102,-0.4924536277925982,1,Gauss with PCA,MLI (explore & exploit),2.0,0,25,4,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],[],"[ 2.  2. 15.  6.  3. 17.  4.  3.  8.  9. 22.  3.  6.  1.  2.  5.  9.  1.
  1. 12.  2. 13.  2. 23.  6.]"
11,15.56,10.613500836199147,29.200000000000003,44.0,"0    0.851242
dtype: float64","0    0.894029
dtype: float64",0.6738378889680662,0.8496945198929565,0.14665140087391765,1,RF with PCA,MLI (explore & exploit),2.0,0,25,4,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],[],"[ 1.  6. 11.  9. 21. 15. 12. 12. 37. 22.  6. 21.  1. 15.  9. 30.  4. 28.
 16. 19.  3. 11. 20. 44. 16.]"
12,6.44,4.578908166801339,13.0,18.0,"0    0.907756
dtype: float64","0    0.94152
dtype: float64",0.6245879561699401,0.8758001642180139,0.10974142474893242,1,Gauss with PCA,MLI (explore & exploit),2.0,0,25,20,274,32,1,0.95,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'LOI', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)', 'Initial curing rest time (day)', 'Final curing temp (C)']",['28-d Cubic compressive strength (MPa)'],[],"[ 1.  3. 18.  8.  7.  5.  1.  1.  3.  9.  7.  2.  5. 16.  6.  3.  5.  2.
  7.  6. 13.  2. 13.  9.  9.]"
