Req. dev. cycle (mean) ,Req. dev. cycle (std) ,Req. dev. cycle (90%) ,Req. dev. cycle (max) ,5 cycle perf. ,10 cycle perf. ,normalized (MAE)   ,normalized (MSE)   ,R^2                  ,Batch size ,Algorithm   ,Utlity function         ,σ factor ,qant. (distance utility) ,# SL runs ,Initial sample ,# of samples in the DS ,# Features ,# Targets ,Target threshold ,Features name                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Targets name                                    ,A-priori information                  ,Req. experiments (list)
                  7.2  ,   5.4845236803208355 ,  12.600000000000001  ,                 24.0 ,"0.734581"    ,"0.841086"     ,0.7697350771904458 ,1.004304831890936  ,-0.09832942378131683 ,         1 ,Tuned Gauss ,MLI (explore & exploit) ,     2.0 ,                       0 ,       25 ,             4 ,                    90 ,        38 ,        1 ,            0.95 ,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'P2O5', 'SrO', 'Mn2O3', 'LOI', 'Cement (kg/m3)', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Kaolin (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2SiO3 specific gravity', 'Total solution', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Total NaOH', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)']" ,['28-d Cylindrical compressive strength (MPa)'] ,[]                                    ,"[24.  9.  1.  1.  4.  8. 13.  2.  9.  4. 11. 17.  1.  7.  7.  5. 12.  1.  1.  8.  8. 11.  9.  5.  2.]"
                 11.44 ,   6.899739125503224  ,  21.200000000000003  ,                 26.0 ,"0.690269"    ,"0.747821"     ,0.8471703628834358 ,1.1815011811229867 ,-0.23011186541135933 ,         1 ,Tuned RF    ,MLI (explore & exploit) ,     2.0 ,                       0 ,       25 ,             4 ,                    90 ,        38 ,        1 ,            0.95 ,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'P2O5', 'SrO', 'Mn2O3', 'LOI', 'Cement (kg/m3)', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Kaolin (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2SiO3 specific gravity', 'Total solution', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Total NaOH', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)']" ,['28-d Cylindrical compressive strength (MPa)'] ,[]                                    ,"[ 8. 26.  4.  9.  4. 16. 14.  1.  2. 17. 17.  4. 18. 22. 20. 10. 12.  4.  4. 10. 11.  8. 23. 14.  8.]"
                  6.08 ,   4.444502221846672  ,  11.600000000000001  ,                 17.0 ,"0.808177"    ,"0.849676"     ,0.7754709254709362 ,1.1293548172958119 ,-0.1436728389753264  ,         1 ,Tuned Gauss ,MLI (explore & exploit) ,     2.0 ,                       0 ,       25 ,            20 ,                    90 ,        38 ,        1 ,            0.95 ,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'P2O5', 'SrO', 'Mn2O3', 'LOI', 'Cement (kg/m3)', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Kaolin (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2SiO3 specific gravity', 'Total solution', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Total NaOH', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)']" ,['28-d Cylindrical compressive strength (MPa)'] ,[]                                    ,"[ 7.  4.  2.  3.  4.  2. 17. 11.  2. 10.  4.  3.  2.  2.  7.  3. 12. 10.  2.  9.  2.  9.  6. 16.  3.]"
                  8.72 ,   4.745692783988445  ,  13.600000000000001  ,                 21.0 ,"0.756686"    ,"0.790552"     ,0.7625652284303632 ,1.079370488886569  ,-0.08991404653033552 ,         1 ,Tuned RF    ,MLI (explore & exploit) ,     2.0 ,                       0 ,       25 ,            20 ,                    90 ,        38 ,        1 ,            0.95 ,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'P2O5', 'SrO', 'Mn2O3', 'LOI', 'Cement (kg/m3)', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Kaolin (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2SiO3 specific gravity', 'Total solution', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Total NaOH', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)']" ,['28-d Cylindrical compressive strength (MPa)'] ,[]                                    ,"[10. 11.  8. 16. 10.  4.  1.  6. 13.  5. 21.  2.  7. 12.  2.  1. 14. 12. 10. 13.  8.  9.  9.  7.  7.]"
                  1.84 ,   0.9243376006633075 ,   3.0                ,                  5.0 ,"0.951441"    ,1.0            ,0.9088264124212949 ,1.3913749592254816 ,-0.48109075935855655 ,         1 ,Tuned Gauss ,MLI (explore & exploit) ,     2.0 ,                       0 ,       25 ,             4 ,                    90 ,        38 ,        1 ,            0.95 ,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'P2O5', 'SrO', 'Mn2O3', 'LOI', 'Cement (kg/m3)', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Kaolin (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2SiO3 specific gravity', 'Total solution', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Total NaOH', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)']" ,['28-d Cylindrical compressive strength (MPa)'] ,['Mixture CO2 (Na2SiO3 as solution)'] ,"[1. 2. 1. 1. 1. 3. 2. 2. 2. 2. 1. 1. 5. 2. 1. 3. 2. 2. 1. 1. 2. 2. 3. 1. 2.]"
                  2.48 ,   2.09990475974507   ,   4.600000000000001  ,                 10.0 ,"0.947715"    ,"0.967617"     ,0.9378742275075354 ,1.4392844015363517 ,-0.5289098066905417  ,         1 ,Tuned RF    ,MLI (explore & exploit) ,     2.0 ,                       0 ,       25 ,             4 ,                    90 ,        38 ,        1 ,            0.95 ,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'P2O5', 'SrO', 'Mn2O3', 'LOI', 'Cement (kg/m3)', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Kaolin (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2SiO3 specific gravity', 'Total solution', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Total NaOH', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)']" ,['28-d Cylindrical compressive strength (MPa)'] ,['Mixture CO2 (Na2SiO3 as solution)'] ,"[ 3.  2.  3.  3.  1.  6.  3.  1.  1.  3.  1.  3.  1.  1.  1. 10.  1.  1.  4.  1.  1.  1.  5.  1.  4.]"
                  1.76 ,   0.9068627239003708 ,   2.6000000000000014 ,                  5.0 ,"0.958428"    ,1.0            ,0.7613789681451054 ,1.0451029367988387 ,-0.09230166771925365 ,         1 ,Tuned Gauss ,MLI (explore & exploit) ,     2.0 ,                       0 ,       25 ,            20 ,                    90 ,        38 ,        1 ,            0.95 ,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'P2O5', 'SrO', 'Mn2O3', 'LOI', 'Cement (kg/m3)', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Kaolin (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2SiO3 specific gravity', 'Total solution', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Total NaOH', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)']" ,['28-d Cylindrical compressive strength (MPa)'] ,['Mixture CO2 (Na2SiO3 as solution)'] ,"[1. 1. 3. 1. 2. 2. 2. 2. 5. 2. 1. 1. 1. 1. 2. 1. 2. 2. 2. 2. 3. 1. 2. 1. 1.]"
                  1.88 ,   1.2432216214336043 ,   3.0                ,                  6.0 ,"0.967945"    ,1.0            ,0.7997939596492287 ,1.150262236451503  ,-0.2097272631453922  ,         1 ,Tuned RF    ,MLI (explore & exploit) ,     2.0 ,                       0 ,       25 ,            20 ,                    90 ,        38 ,        1 ,            0.95 ,"['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'Na2O', 'K2O', 'SO3', 'TiO2', 'P2O5', 'SrO', 'Mn2O3', 'LOI', 'Cement (kg/m3)', 'FA (kg/m3)', 'GGBFS (kg/m3)', 'Kaolin (kg/m3)', 'Coarse aggregate (kg/m3)', 'Fine aggregate (kg/m3)', 'Na2SiO3', 'NaOH', 'Na2SiO3 specific gravity', 'Total solution', 'Na2O (l)', 'Sio2 (l)', 'H2O', 'Na2O (Dry)', 'Sio2 (Dry)', 'Water', 'Total NaOH', 'Concentration (M) NaOH', 'Water.1', 'NaOH (Dry)', 'Additional water', 'Superplasticizer', 'water -eff', 'Initial curing time (day)', 'Initial curing temp (C)']" ,['28-d Cylindrical compressive strength (MPa)'] ,['Mixture CO2 (Na2SiO3 as solution)'] ,"[1. 1. 3. 1. 6. 1. 3. 3. 1. 1. 1. 3. 1. 1. 3. 2. 2. 2. 1. 1. 1. 1. 2. 1. 4.]"
